"...1","date","mixToday","mixN2N","mixPM","mixTomorrow","twindToday","twindN2N","twindPM","twindTomorrow","swindToday","swindN2N","swindPM","swindTomorrow","precipToday","precipN2N","precipPM","precipTomorrow","tminToday","tminN2N","tminPM","tminTomorrow","tmaxToday","tmaxN2N","tmaxPM","tmaxTomorrow","ventToday","ventN2N","ventPM","created","ventTomorrow","yN2NPM","HR24PM","HR24OZ","HR24OZ_carus","HR24PMno","HR24no","humToday","humN2N","humPM","humTomorrow","cloudToday","cloudN2N","cloudPM","cloudTomorrow","peakoz8hr_carus","no2max_24"
309,2026-05-27,543.975234782609,525.2847,385.318,712.1779,15.9556923076923,13.5813333333333,16.668,11.9835294117647,10.186,9.50693333333333,11.112,6.945,2.33333333333333,2.625,2.33333333333333,12.5,19.0740740740741,20.024154589372,23.2407407407407,20.0505050505051,19.0740740740741,20.024154589372,23.2407407407407,20.0505050505051,8680,7134,6422,2026-05-27,8534,NA,2.4,31.9,28.7,NA,NA,62.85,62.0454545454545,53.4,60.9565217391304,16.1818181818182,14.6111111111111,8.8,40.0909090909091,36.25,-Inf
308,2026-05-26,658.9903,643.1661,458.1652,623.57,12.7325,13.2489230769231,17.131,10.9268,10.186,9.41433333333333,11.112,8.1025,12.5909090909091,8.625,5,2.66666666666667,14.2982456140351,14.9722222222222,16.4444444444444,18.1818181818182,14.2982456140351,14.9722222222222,16.4444444444444,18.1818181818182,8391,8521,7849,2026-05-26,6814,3.9,3.4,38.3,39.3,NA,NA,70.7142857142857,69.1363636363636,60.6666666666667,66.5454545454545,67.4166666666667,66.35,64.8333333333333,57.9090909090909,39.125,-Inf
307,2026-05-25,537.653947826087,544.4998,371.9576,671.957,24.076,19.8428571428571,21.298,12.964,14.816,12.964,12.964,9.26,41.2352941176471,44.0869565217391,53.8,28.2105263157895,14.6560846560847,13.0555555555556,13.1481481481481,13.6388888888889,14.6560846560847,13.0555555555556,13.1481481481481,13.6388888888889,12945,10804,7922,2026-05-25,8711,3.9,4.3,40.7,40.9,NA,NA,64.45,77.2173913043478,73.6666666666667,72.2608695652174,75.7727272727273,75.1578947368421,69.5,67.5,52.125,-Inf
306,2026-05-24,560.010365217391,624.217147826087,447.3956,596.228556521739,7.871,17.6968888888889,11.112,22.8854285714286,4.63,14.0752,NA,15.8448888888889,0.333333333333333,26,0,55,18.4444444444444,19.5833333333333,22.5,15.3703703703704,18.4444444444444,19.5833333333333,22.5,15.3703703703704,4408,11047,4971,2026-05-24,13645,NA,2.9,30.7,30,NA,NA,53.2272727272727,44.3157894736842,39.1666666666667,62.5,24.8947368421053,42.0555555555556,27.2,73.5,42,-Inf
305,2026-05-23,642.306365217391,584.4286,467.36,571.9064,11.2544615384615,10.9797142857143,16.0506666666667,9.13653333333333,9.4452,9.4452,12.964,5.556,0,NA,NA,NA,18.3574879227053,17.8502415458937,20.6481481481481,18.3333333333333,18.3574879227053,17.8502415458937,20.6481481481481,18.3333333333333,7229,6417,7501,2026-05-23,5225,NA,4.2,32.6,34.7,NA,NA,58.1739130434783,56.3333333333333,48,52.7391304347826,34.45,18.2352941176471,19.8,27.25,48.125,-Inf
304,2026-05-22,608.659095652174,624.5733,462.4832,667.8803,13.89,13.3755555555556,16.668,12.8096666666667,9.26,10.2888888888889,11.112,10.0537142857143,0,NA,NA,NA,19.7826086956522,19.4927536231884,22.4074074074074,18.5265700483092,19.7826086956522,19.4927536231884,22.4074074074074,18.5265700483092,8454,8354,7709,2026-05-22,8555,NA,4.7,31.9,32,NA,NA,56.4347826086956,59.375,48.8333333333333,58.375,12.7222222222222,30,15.5,42.0909090909091,47,-Inf
303,2026-05-21,630.1994,656.6154,446.6844,660.9715,15.4333333333333,13.89,17.594,13.1064615384615,10.5564,10.186,13.89,8.8896,0.4,0.5,0,NA,19.6464646464646,20.3030303030303,23.8888888888889,19.6464646464646,19.6464646464646,20.3030303030303,23.8888888888889,19.6464646464646,9726,9120,7859,2026-05-21,8663,NA,3.5,32.2,31,NA,NA,57.5652173913044,53,42.3333333333333,55.3636363636364,9.54545454545454,7.16666666666667,6.4,8.41666666666667,37.5,-Inf
302,2026-05-20,630.220382608696,555.1297,431.6476,566.8772,12.7788,13.4690909090909,16.668,15.1246666666667,9.10566666666667,10.5564,10.4946666666667,12.038,1.2,0,NA,NA,16.031746031746,16.7424242424242,18.7777777777778,20.0724637681159,16.031746031746,16.7424242424242,18.7777777777778,20.0724637681159,8053,7477,7195,2026-05-20,8574,NA,2.5,28.5,30.5,NA,NA,62.5454545454545,61.0869565217391,52.3333333333333,55.5454545454545,48.8181818181818,31.7368421052632,43.5,18.5,34.375,-Inf
301,2026-05-19,619.274086956522,672.176765217391,556.3108,688.397426086957,9.4452,10.649,NA,13.2109333333333,6.17333333333333,8.7044,11.112,8.8896,1.4,1.5,0,NA,14.75,15.2116402116402,16.6666666666667,16.3285024154589,14.75,15.2116402116402,16.6666666666667,16.3285024154589,5849,7158,NA,2026-05-19,9094,3.6,3.7,25.2,29.9,NA,NA,67.4347826086957,67.5416666666667,59.1666666666667,64.875,51.6086956521739,56.15,61.5,49.4166666666667,39.5,-Inf
300,2026-05-18,732.421147826087,713.0923,537.5656,568.0202,11.7734285714286,11.9762666666667,15.742,10.649,8.99542857142857,9.39228571428571,12.964,6.482,0.5,0.5,NA,NA,14.2328042328042,14.5833333333333,17.4074074074074,15.4545454545455,14.2328042328042,14.5833333333333,17.4074074074074,15.4545454545455,8623,8540,8462,2026-05-18,6049,NA,2.9,29.9,29.8,NA,NA,61.1739130434783,62.75,50.3333333333333,65.7916666666667,40.1666666666667,24.7,11.5,38.5833333333333,36.625,-Inf
299,2026-05-17,714.7052,706.882,487.6292,770.2804,13.0962857142857,12.3025714285714,14.4456,11.8243076923077,7.91309090909091,7.23963636363636,8.5192,7.871,1.5,0.5,NA,NA,12.5661375661376,13.6243386243386,16.0185185185185,15.1767676767677,12.5661375661376,13.6243386243386,16.0185185185185,15.1767676767677,9360,8696,7044,2026-05-17,9108,NA,2.5,32.1,33.3,NA,NA,68.6363636363636,66.4090909090909,59.2,61.7391304347826,38.6363636363636,43.2631578947368,23.1666666666667,46.5833333333333,36.375,-Inf
298,2026-05-16,660.104034782609,644.652,405.8412,770.9154,18.8468235294118,15.9735,15.1246666666667,11.6676,14.1986666666667,10.5564,11.112,7.408,44.4545454545455,35.6,21.8,2.75,10.8479532163743,10.4970760233918,11.2962962962963,12.8042328042328,10.8479532163743,10.4970760233918,11.2962962962963,12.8042328042328,12441,10297,6138,2026-05-16,8995,NA,3,33.3,34.8,NA,NA,76.5263157894737,76.35,72.2,68.8571428571429,67.9545454545455,64.15,57.8333333333333,54.5833333333333,39.625,-Inf
296,2026-05-15,719.76532173913,673.735,452.5264,637.9972,17.9908571428571,20.6189333333333,22.8413333333333,17.9026666666667,11.7734285714286,15.5876666666667,16.205,14.816,17.9285714285714,38.1,37.2,42.6428571428571,11.5789473684211,11.3450292397661,12.4444444444444,11.0846560846561,11.5789473684211,11.3450292397661,12.4444444444444,11.0846560846561,12949,13892,10336,2026-05-15,11422,2.3,2.7,30.3,NA,NA,NA,72.7272727272727,75.4545454545455,72.5,77.95,65.5652173913043,78.2,78.6666666666667,71.1818181818182,NA,-Inf
