"...1","date","mixToday","mixN2N","mixPM","mixTomorrow","twindToday","twindN2N","twindPM","twindTomorrow","swindToday","swindN2N","swindPM","swindTomorrow","precipToday","precipN2N","precipPM","precipTomorrow","tminToday","tminN2N","tminPM","tminTomorrow","tmaxToday","tmaxN2N","tmaxPM","tmaxTomorrow","ventToday","ventN2N","ventPM","created","ventTomorrow","yN2NPM","HR24PM","HR24OZ","HR24OZ_carus","HR24PMno","HR24no","humToday","humN2N","humPM","humTomorrow","cloudToday","cloudN2N","cloudPM","cloudTomorrow","peakoz8hr_carus","no2max_24"
271,2026-04-23,642.393709090909,725.316423529412,354.11664,926.219466666667,10.186,13.7871111111111,NA,17.7262857142857,6.61428571428571,8.02533333333333,3.704,13.5813333333333,0,NA,NA,NA,11.8888888888889,11.8686868686869,13.2222222222222,12.1666666666667,11.8888888888889,11.8686868686869,13.2222222222222,12.1666666666667,6543,10000,NA,2026-04-23,16418,NA,3.1,31.2,NA,NA,NA,71.8636363636364,71,66,59.4583333333333,38.9523809523809,16.7647058823529,5.5,14.2,NA,-Inf
270,2026-04-22,478.0407,537.083,331.4192,682.0789,26.6856363636364,25.6355789473684,24.6933333333333,14.816,15.6707692307692,14.353,16.668,8.797,30.5909090909091,17.1875,7.16666666666667,1.71428571428571,10.8148148148148,10.1960784313725,11.3333333333333,11.957671957672,10.8148148148148,10.1960784313725,11.3333333333333,11.957671957672,12757,13768,8184,2026-04-22,10106,4.7,3.7,24,NA,NA,NA,83.6666666666667,81.4,77.6,72.5714285714286,79.4210526315789,65.375,60.2,45.5454545454545,NA,-Inf
269,2026-04-21,363.1311,401.236069565217,248.5644,541.444069565217,10.8033333333333,19.5077333333333,10.186,27.78,6.2968,14.816,NA,16.0506666666667,48.0833333333333,46.2631578947368,34,44.3333333333333,12.6851851851852,11.8954248366013,12.3333333333333,11.0069444444444,12.6851851851852,11.8954248366013,12.3333333333333,11.0069444444444,3923,7827,2532,2026-04-21,15041,3.3,4.3,27.5,NA,NA,NA,84.3809523809524,86.05,82,83.8571428571429,85.6521739130435,87.25,88.8333333333333,79.8888888888889,NA,-Inf
268,2026-04-20,527.3802,557.4792,343.2048,507.7587,12.5936,13.4578666666667,16.668,9.67155555555556,8.797,8.5192,9.26,6.79066666666667,14.6666666666667,30.2631578947368,28.3333333333333,45.7777777777778,16.5909090909091,16.010101010101,16.5740740740741,12.8070175438596,16.5909090909091,16.010101010101,16.5740740740741,12.8070175438596,6642,7502,5721,2026-04-20,4911,3.8,3.3,36.7,NA,NA,NA,61.8571428571429,70.9545454545455,65.6666666666667,79.9130434782609,73.6818181818182,75.6111111111111,75.4,82.3636363636364,NA,-Inf
267,2026-04-19,465.628382608696,473.380904347826,250.0376,472.585773913044,10.9695384615385,8.334,10.186,9.11753846153846,6.945,6.482,6.482,7.408,3.09090909090909,2.875,4,13.1666666666667,17.037037037037,17.4444444444444,19.0740740740741,16.4619883040936,17.037037037037,17.4444444444444,19.0740740740741,16.4619883040936,5108,3945,2547,2026-04-19,4309,5.1,5,26.4,NA,NA,NA,54.8181818181818,59.3478260869565,54.8333333333333,63.2173913043478,63.9047619047619,67.7894736842105,61.1666666666667,71.5,NA,-Inf
266,2026-04-18,501.03405,479.127670588235,280.3398,477.19488,6.21742857142857,7.871,4.63,10.2404705882353,4.32133333333333,5.556,3.704,7.408,2,2.66666666666667,2.5,3,14.6031746031746,16.5833333333333,17.5925925925926,16.9444444444444,14.6031746031746,16.5833333333333,17.5925925925926,16.9444444444444,3115,3771,1298,2026-04-18,4887,3.9,4.6,24.8,NA,NA,NA,60.0909090909091,58.6521739130435,56.3333333333333,59.0434782608696,40,44.25,37.8333333333333,67.5833333333333,NA,-Inf
265,2026-04-17,569.310981818182,569.129333333333,282.00096,505.631115789474,7.1765,7.871,8.02533333333333,8.02533333333333,5.3245,6.482,4.63,4.63,0.5,0.6,1,5,9.94444444444444,10.5555555555556,12.3148148148148,12.9710144927536,9.94444444444444,10.5555555555556,12.3148148148148,12.9710144927536,4086,4480,2263,2026-04-17,4058,2.3,2.7,33.7,NA,NA,NA,67.3181818181818,64.7391304347826,61.1666666666667,62.5652173913044,48.6190476190476,55.0526315789474,62.2,56.25,NA,-Inf
264,2026-04-16,688.127563636364,720.329485714286,338.57184,581.7108,13.1697777777778,9.80470588235294,11.112,5.76177777777778,6.945,5.29142857142857,5.556,4.4448,9.95,3.18181818181818,1,0.5,7.88888888888889,8.52777777777778,9.77777777777778,10.0505050505051,7.88888888888889,8.52777777777778,9.77777777777778,10.0505050505051,9062,7063,3762,2026-04-16,3352,2.4,2.4,37.8,NA,NA,NA,73,71.6666666666667,64.8333333333333,68.9583333333333,49.0909090909091,41.1111111111111,37.6,44.2727272727273,NA,-Inf
263,2026-04-15,706.277018181818,628.026545454545,408.85872,620.453530434783,21.4302857142857,19.9362352941176,17.594,13.3608571428571,11.9835294117647,11.2972,11.112,5.556,58.9565217391304,47.2105263157895,53.3333333333333,14,7.11111111111111,6.25730994152047,6.77777777777778,7.45614035087719,7.11111111111111,6.25730994152047,6.77777777777778,7.45614035087719,15136,12520,7193,2026-04-15,8290,2.4,2.4,36.7,NA,NA,NA,79.9047619047619,80.9523809523809,77.1666666666667,78.0454545454545,81.0454545454545,69.5,74.5,52.25,NA,-Inf
262,2026-04-14,474.8657,576.6943,340.7664,635.889,27.9034666666667,29.0146666666667,41.9786666666667,20.5669473684211,16.9149333333333,16.7914666666667,22.9648,11.4206666666667,48.7,83.5882352941177,93,81.125,9.12698412698413,7.97385620915033,10.2777777777778,7.19298245614035,9.12698412698413,7.97385620915033,10.2777777777778,7.19298245614035,13250,16733,14305,2026-04-14,13078,3,2.3,33.5,NA,NA,NA,83.9411764705882,87,87.2,80.85,81.65,93.8,95.8,88.75,NA,-Inf
261,2026-04-13,545.393217391304,569.8236,313.7916,577.6595,15.5283076923077,21.2362666666667,14.816,32.5734117647059,10.7004444444444,12.964,9.26,19.8428571428571,29.6521739130435,23.1875,9.8,44.4285714285714,10.8823529411765,9.85380116959064,10.3333333333333,8.76984126984127,10.8823529411765,9.85380116959064,10.3333333333333,8.76984126984127,8469,12101,4649,2026-04-13,18816,3.4,3.5,19.7,NA,NA,NA,80.0952380952381,76.2105263157895,69.4,83.1428571428571,71.7727272727273,67.5,60,79.75,NA,-Inf
260,2026-04-12,411.745043478261,429.8696,259.1816,532.257,14.816,15.8132307692308,17.7792,15.1246666666667,9.42836363636364,11.3177777777778,11.112,9.26,32.5,38.5555555555556,35.2,23.5555555555556,12.1241830065359,11.7407407407407,12.2222222222222,10.9803921568627,12.1241830065359,11.7407407407407,12.2222222222222,10.9803921568627,6100,6798,4608,2026-04-12,8050,4.5,3.8,32.4,NA,NA,NA,84.5263157894737,83.25,81.8,76.0909090909091,85.1176470588235,85.125,85.6666666666667,78.1666666666667,NA,-Inf
259,2026-04-11,601.791314285714,572.9986,348.3356,509.524,11.5088571428571,10.9436363636364,11.112,12.964,7.408,6.87885714285714,6.482,8.64266666666667,42.5652173913044,35.7894736842105,45.8333333333333,29.4444444444444,13.6601307189542,13.4722222222222,14.0277777777778,11.8402777777778,13.6601307189542,13.4722222222222,14.0277777777778,11.8402777777778,6926,6271,3871,2026-04-11,6605,6,6.1,26.2,NA,NA,NA,83,83.6666666666667,81.3333333333333,86.1,74.8571428571429,74.7894736842105,71.5,83.7272727272727,NA,-Inf
258,2026-04-10,627.6594,690.79872,446.0748,676.99128,9.8156,13.77425,11.575,14.816,5.556,6.482,7.408,6.17333333333333,26.6842105263158,56.8823529411765,60.3333333333333,65.2222222222222,16.0818713450292,15.3333333333333,17.1296296296296,13.8333333333333,16.0818713450292,15.3333333333333,17.1296296296296,13.8333333333333,6161,9515,5163,2026-04-10,10030,5.5,5.3,31.2,NA,NA,NA,65.4210526315789,74.9523809523809,69.6666666666667,79.0909090909091,68.304347826087,81.55,81.8333333333333,87.8181818181818,NA,-Inf
257,2026-04-09,473.258147368421,473.601142857143,293.33952,557.368363636364,10.9576666666667,9.26,10.186,10.5828571428571,7.408,6.2505,6.482,5.9264,7.125,8.93333333333333,9.6,24.5555555555556,14.9494949494949,16.8253968253968,18.7962962962963,15.3888888888889,14.9494949494949,16.8253968253968,18.7962962962963,15.3888888888889,5186,4386,2988,2026-04-09,5899,5,5.2,28.9,NA,NA,NA,59.25,60.7083333333333,52.3333333333333,69.25,11.1875,35.7142857142857,32.5,58.2727272727273,NA,-Inf
256,2026-04-08,569.742917647059,563.754494117647,440.3344,426.1866,8.64266666666667,10.2888888888889,11.7293333333333,12.6553333333333,4.32133333333333,6.482,3.704,7.871,0.333333333333333,0.5,0,1.5,12.0707070707071,13.6388888888889,15.2777777777778,15.9259259259259,12.0707070707071,13.6388888888889,15.2777777777778,15.9259259259259,4924,5800,5165,2026-04-08,5394,3.8,4.2,29.8,NA,NA,NA,60.5454545454545,57.5454545454545,51.5,55.9047619047619,27.5833333333333,8.44444444444444,6,9.6,NA,-Inf
255,2026-04-07,595.6046,586.928685714286,354.9904,483.151542857143,9.87733333333333,8.24981818181818,12.038,6.99644444444444,5.556,4.93866666666667,NA,5.24733333333333,0,1,NA,0.5,11.6919191919192,11.2222222222222,13.2407407407407,12.4338624338624,11.6919191919192,11.2222222222222,13.2407407407407,12.4338624338624,5883,4842,4273,2026-04-07,3380,4.5,4.9,23.9,NA,NA,NA,63.5454545454545,62.2857142857143,54.6666666666667,58.6818181818182,13.5416666666667,10.7368421052632,6.83333333333333,18.5454545454545,NA,-Inf
254,2026-04-06,529.219885714286,629.5263,308.356,724.4207,11.575,13.9517333333333,12.964,13.5196,5.556,7.408,7.408,7.408,0.5,0.5,0.333333333333333,NA,17.8787878787879,15.4106280193237,18.9814814814815,10.7407407407407,17.8787878787879,15.4106280193237,18.9814814814815,10.7407407407407,6126,8783,3998,2026-04-06,9794,3.9,3.7,27.1,NA,NA,NA,63.5714285714286,62.7272727272727,54,62.1304347826087,31.9545454545455,26.65,37.8333333333333,21.8333333333333,NA,-Inf
253,2026-04-05,331.085371428571,330.562857142857,202.4634,510.526747826087,13.7356666666667,10.4946666666667,8.334,12.5936,6.6672,5.556,4.63,7.408,1.6,1.6,2.5,0,16.9191919191919,17.6984126984127,19.537037037037,17.037037037037,16.9191919191919,17.6984126984127,19.537037037037,17.037037037037,4548,3469,1687,2026-04-05,6429,3.9,3.9,21.4,NA,NA,NA,57.8888888888889,64.35,60.8333333333333,62.9523809523809,59.2857142857143,47.9,55.8333333333333,32,NA,-Inf
251,2026-04-04,412.45155,398.463247058824,208.30032,372.5672,15.4333333333333,18.52,17.594,13.5196,8.797,10.186,9.26,6.79066666666667,0.333333333333333,0.5,0,NA,14.5555555555556,16.0606060606061,17.2222222222222,16.7222222222222,14.5555555555556,16.0606060606061,17.2222222222222,16.7222222222222,6366,7380,3665,2026-04-04,5037,5.8,5.9,19.9,NA,NA,NA,70.65,61.4666666666667,64.8333333333333,58.1875,24.304347826087,46.9,59.6666666666667,60.25,NA,-Inf
250,2026-04-03,513.7404,454.914,256.3368,353.187,6.83815384615385,10.4385454545455,11.112,14.816,5.1856,6.17333333333333,4.63,8.8896,1.75,0.5,NA,NA,9.52380952380952,10.4292929292929,12.2222222222222,13.1400966183575,9.52380952380952,10.4292929292929,12.2222222222222,13.1400966183575,3513,4749,2848,2026-04-03,5233,2,2.7,34.2,NA,NA,NA,69.2727272727273,68.3181818181818,63.8333333333333,68.0454545454545,19.3,12.7333333333333,9.4,23.3,NA,-Inf
249,2026-04-02,634.5682,597.88507826087,300.228,470.17387826087,18.7149473684211,14.3886153846154,12.964,7.408,11.112,7.7784,7.7784,6.79066666666667,39.2,7.23076923076923,0.5,3.2,8.68421052631579,8.03030303030303,9.35185185185185,9.58937198067633,8.68421052631579,8.03030303030303,9.35185185185185,9.58937198067633,11876,8603,3892,2026-04-02,3483,3.2,2.3,34,NA,NA,NA,77.75,73.1904761904762,70.3333333333333,69.5714285714286,58.7916666666667,32.45,25.6666666666667,16.7272727272727,NA,-Inf
248,2026-04-01,490.635234782609,556.0568,327.406,738.4034,30.9695555555556,27.0392,25.465,18.3021176470588,16.1124,15.3451428571429,17.594,11.3435,69.8636363636364,63.4210526315789,75,42.4444444444444,8.75816993464052,8.03703703703704,8.22222222222222,8.92156862745098,8.75816993464052,8.03703703703704,8.22222222222222,8.92156862745098,15195,15035,8337,2026-04-01,13514,2.5,3.3,27.7,NA,NA,NA,85.3157894736842,84.4117647058823,84.4,76.7368421052632,86.0952380952381,81.7777777777778,83.5,66.9,NA,-Inf
247,2026-03-31,435.834971428571,522.228417391304,289.98672,564.134,14.5310769230769,21.761,17.594,25.3106666666667,7.93714285714286,12.4348571428571,8.334,15.742,20.1578947368421,45.7333333333333,23.3333333333333,71.8888888888889,9.44444444444444,10.3395061728395,11,8.56481481481481,9.44444444444444,10.3395061728395,11,8.56481481481481,6333,11364,5102,2026-03-31,14279,3.1,2.5,30,NA,NA,NA,66.2727272727273,79.1428571428571,73.2,86.2608695652174,60.8260869565217,75.1666666666667,62.3333333333333,92,NA,-Inf
246,2026-03-30,550.43832,492.9632,265.96848,396.115309090909,13.0962857142857,14.816,16.668,14.9394666666667,10.3996923076923,11.2972,12.038,8.334,0,7.6,NA,14.7142857142857,7.46031746031746,8.63888888888889,9.90740740740741,8.68421052631579,7.46031746031746,8.63888888888889,9.90740740740741,8.68421052631579,7209,7304,4433,2026-03-30,5918,3.1,3,33.2,NA,NA,NA,60.55,50.8095238095238,46.2,60.9,33.6363636363636,30.2631578947368,22.8,58.5,NA,-Inf
245,2026-03-29,411.8102,437.6928,348.0308,505.1552,15.62625,15.2517647058824,17.7792,11.575,7.408,8.797,9.26,8.99542857142857,26.0909090909091,25.5714285714286,9.2,0.333333333333333,8.21637426900585,6.69444444444444,7.40740740740741,7.53968253968254,8.21637426900585,6.69444444444444,7.40740740740741,7.53968253968254,6435,6676,6188,2026-03-29,5847,3.5,3.6,34.2,NA,NA,NA,74.7142857142857,75.5,75.2,63.1739130434783,73.7826086956522,56.8888888888889,71,21.4,NA,-Inf
244,2026-03-28,556.898628571429,532.9174,378.8664,484.1748,10.2477333333333,10.9170526315789,12.964,14.7185263157895,4.63,5.24733333333333,5.556,8.1025,3,12.1428571428571,3,20.6666666666667,11.1111111111111,11.0846560846561,12.5,8.17460317460317,11.1111111111111,11.0846560846561,12.5,8.17460317460317,5707,5818,4912,2026-03-28,7126,3.7,3.5,28.2,NA,NA,NA,69.7391304347826,66.65,66.5,73.7,41.9523809523809,49.4117647058824,42.4,66.7272727272727,NA,-Inf
243,2026-03-27,577.53504,522.995236363636,310.896,562.951745454546,23.72875,21.0843076923077,15.279,10.4946666666667,11.7854545454545,9.4915,10.0008,7.7784,27.1,32.8571428571429,8.83333333333333,1.5,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,13704,11027,4750,2026-03-27,5908,5.8,3.8,26,NA,NA,NA,80.7368421052632,80.3636363636364,77.2,69.4782608695652,57.3913043478261,48.7,40.5,20.3333333333333,NA,-Inf
242,2026-03-26,577.53504,522.995236363636,310.896,562.951745454546,23.72875,21.0843076923077,15.279,10.4946666666667,11.7854545454545,9.4915,10.0008,7.7784,27.1,32.8571428571429,8.83333333333333,1.5,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,13704,11027,4750,2026-03-26,5908,5.8,3.8,26,NA,NA,NA,80.7368421052632,80.3636363636364,77.2,69.4782608695652,57.3913043478261,48.7,40.5,20.3333333333333,NA,-Inf
240,2026-03-25,577.53504,522.995236363636,310.896,562.951745454546,23.72875,21.0843076923077,15.279,10.4946666666667,11.7854545454545,9.4915,10.0008,7.7784,27.1,32.8571428571429,8.83333333333333,1.5,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,8.3641975308642,6.79012345679012,6.77777777777778,7.95321637426901,13704,11027,4750,2026-03-25,5908,5.8,NA,26,NA,NA,NA,80.7368421052632,80.3636363636364,77.2,69.4782608695652,57.3913043478261,48.7,40.5,20.3333333333333,NA,-Inf
239,2026-03-24,370.013947826087,410.6037,254.9144,650.367,26.4571428571429,31.3750588235294,27.4096,26.1337777777778,14.5690666666667,16.2976,14.816,13.2726666666667,46.304347826087,46.0555555555556,34.3333333333333,25.6666666666667,11.1805555555556,9.47530864197531,11.2222222222222,8.6231884057971,11.1805555555556,9.47530864197531,11.2222222222222,8.6231884057971,9790,12883,6987,2026-03-24,16997,3.1,5.5,16,NA,NA,NA,81.8888888888889,87.6,89.75,79.7826086956522,85.7727272727273,71.1578947368421,75.1666666666667,51.6,NA,-Inf
238,2026-03-23,352.681309090909,376.441854545455,248.29008,460.248,6.7135,12.4701333333333,4.63,24.7815238095238,5.1856,8.02533333333333,3.704,14.1215,5.66666666666667,19.9333333333333,8.2,42.7777777777778,9.03508771929824,11.0130718954248,11.2962962962963,10.4040404040404,9.03508771929824,11.0130718954248,11.2962962962963,10.4040404040404,2368,4694,1150,2026-03-23,11406,3.2,3,27,NA,NA,NA,71.25,65.5384615384615,68,84.3846153846154,69.95,80.7,84,86.5,NA,-Inf
237,2026-03-22,393.525828571429,390.952382608696,213.7156,354.826956521739,14.0222857142857,15.6578181818182,20.372,8.73085714285714,10.649,10.4946666666667,12.038,5.556,0,1,NA,14.3333333333333,8.2010582010582,8.9766081871345,10.462962962963,8.47222222222222,8.2010582010582,8.9766081871345,10.462962962963,8.47222222222222,5518,6121,4354,2026-03-22,3098,3.7,2.7,36.5,NA,NA,NA,66.9,67.8571428571429,64.2,70.4545454545455,43.4782608695652,55.4210526315789,68.8333333333333,63.25,NA,-Inf
236,2026-03-21,690.000939130435,676.575789473684,340.82736,413.06496,15.1246666666667,10.6762352941176,14.353,12.3103529411765,7.7784,6.019,6.482,9.87733333333333,21.2857142857143,NA,NA,NA,8.67149758454106,7.14975845410628,8.7037037037037,7.75252525252525,8.67149758454106,7.14975845410628,8.7037037037037,7.75252525252525,10436,7223,4892,2026-03-21,5085,7.3,5.8,16.4,NA,NA,NA,69.2727272727273,67.0476190476191,63.6666666666667,67.9,35.6818181818182,16,20.6,25.5454545454545,NA,-Inf
235,2026-03-20,328.5871,485.0638,275.082,759.5616,15.5876666666667,15.9556923076923,13.427,14.816,9.87733333333333,9.26,NA,6.482,34.7142857142857,38.2105263157895,54.3333333333333,17.5555555555556,14.3790849673203,11.2878787878788,12.962962962963,8.5978835978836,14.3790849673203,11.2878787878788,12.962962962963,8.5978835978836,5122,7740,3694,2026-03-20,11254,4.9,5.8,9,NA,NA,NA,76.25,79.5,84.5,69.4285714285714,78.6190476190476,81.7647058823529,93.6,53.9166666666667,NA,-Inf
234,2026-03-19,354.4824,345.628685714286,184.2516,349.936904347826,14.23725,17.131,11.112,17.8255,7.408,9.26,7.408,10.7416,22.8095238095238,31.6842105263158,39.1666666666667,37.5555555555556,15.1058201058201,15.8888888888889,16.5740740740741,14.0432098765432,15.1058201058201,15.8888888888889,16.5740740740741,14.0432098765432,5047,5921,2047,2026-03-19,6238,5.9,6,13.7,NA,NA,NA,70.2,70.3333333333333,70,80.2857142857143,76.6521739130435,78.9444444444444,83.4,82.1818181818182,NA,-Inf
233,2026-03-18,441.546342857143,354.296133333333,202.9968,264.522857142857,14.6925333333333,14.6925333333333,10.7416,12.8405333333333,6.34971428571429,5.9264,5.556,7.408,7.41666666666667,12.75,11.5,21.125,13.8647342995169,14.7727272727273,15.7407407407407,14.2222222222222,13.8647342995169,14.7727272727273,15.7407407407407,14.2222222222222,6487,5206,2181,2026-03-18,3397,4.7,4.8,11.8,NA,NA,NA,74.85,69.8181818181818,72,71.65,62.8181818181818,66.25,76,68.1666666666667,NA,-Inf
232,2026-03-17,222.550892307692,224.2185,168.4528,344.43924,13.8282666666667,12.6790769230769,5.556,14.0443333333333,5.86466666666667,5.556,4.93866666666667,7.408,22.8260869565217,19.2352941176471,13.5,16.7142857142857,12.4074074074074,12.0987654320988,13.3333333333333,13.2163742690058,12.4074074074074,12.0987654320988,13.3333333333333,13.2163742690058,3077,2843,936,2026-03-17,4837,6.9,6.9,15,NA,NA,NA,85,85.2272727272727,85.1666666666667,79.5217391304348,71.5238095238095,62.3157894736842,61.2,57.75,NA,-Inf
231,2026-03-16,315.857466666667,280.8224,196.2912,192.236034782609,13.2489230769231,14.5845,12.038,11.2544615384615,6.6672,7.408,7.408,6.17333333333333,12.5714285714286,13.2727272727273,1,24.6666666666667,12.9411764705882,13.921568627451,15.3333333333333,12.962962962963,12.9411764705882,13.921568627451,15.3333333333333,12.962962962963,4185,4096,2363,2026-03-16,2164,3.2,4.4,22.8,NA,NA,NA,75.1904761904762,75.6,76,80.8888888888889,49.5454545454545,45.15,22.1666666666667,73.6363636363636,NA,-Inf
230,2026-03-15,228.097976470588,198.086133333333,165.7096,294.963272727273,9.04211764705882,7.0376,5.86466666666667,14.1215,5.1856,4.93866666666667,3.704,7.871,16.8947368421053,18.875,17.1666666666667,11.8571428571429,7.12962962962963,8.91975308641975,9.11111111111111,12.8055555555556,7.12962962962963,8.91975308641975,9.11111111111111,12.8055555555556,2062,1394,972,2026-03-15,4165,2.2,2.8,34.6,NA,NA,NA,73.5,75.5789473684211,75.6,73.8181818181818,81.3478260869565,82.3529411764706,86.6666666666667,57.5555555555556,NA,-Inf
229,2026-03-14,929.465828571429,742.84332,330.327,227.006727272727,20.6644210526316,14.3015555555556,11.4824,11.7734285714286,10.2701818181818,6.79066666666667,6.482,6.2968,15.7692307692308,2.44444444444444,2,7.5,6.74242424242424,5.53030303030303,5.92592592592593,6.7989417989418,6.74242424242424,5.53030303030303,5.92592592592593,6.7989417989418,19207,10624,3793,2026-03-14,2673,2.8,1.6,27.7,NA,NA,NA,76.7368421052632,75.9,70.2,74.8695652173913,51.7826086956522,52.35,32.6666666666667,73.3333333333333,NA,-Inf
228,2026-03-13,504.801808695652,551.2562,310.2864,874.776,31.484,20.4694736842105,17.9026666666667,17.0207619047619,18.057,13.4931428571429,12.964,8.64266666666667,85.1333333333333,77.1428571428571,97,49.2222222222222,9.82905982905983,7.29166666666667,8.88888888888889,6.71957671957672,9.82905982905983,7.29166666666667,8.88888888888889,6.71957671957672,15893,11284,5555,2026-03-13,14889,1.9,3,32.8,NA,NA,NA,94.8,91.6111111111111,95.75,76.6363636363636,94.3888888888889,90.9333333333333,99,71.7272727272727,NA,-Inf
227,2026-03-12,342.966260869565,382.8161,367.0808,352.3107,19.5301818181818,24.2612,9.26,28.9117777777778,14.816,9.78914285714286,7.408,12.5936,96.15,95.1111111111111,96.6666666666667,92.125,7.92592592592593,7.59259259259259,6.38888888888889,8.73737373737374,7.92592592592593,7.59259259259259,6.38888888888889,8.73737373737374,6698,9288,3399,2026-03-12,10186,3.4,2.2,32.8,NA,NA,NA,95.5909090909091,95.9,96.8333333333333,95.2142857142857,97.5,97.0588235294118,97.6,96,NA,-Inf
226,2026-03-11,550.057982608696,587.1845,375.92,378.5997,37.1634666666667,36.7930666666667,44.448,20.7993846153846,25.0732307692308,26.3553846153846,33.9533333333333,20.9893333333333,89.65,94.6,93.2,97.8571428571429,8.68686868686869,9.35897435897436,10.2777777777778,8.2051282051282,8.68686868686869,9.35897435897436,10.2777777777778,8.2051282051282,20442,21604,16709,2026-03-11,7875,3.1,3.8,29.8,NA,NA,NA,93.625,94.2222222222222,93,95.1111111111111,94.95,97.2,96.4,98.6666666666667,NA,-Inf
224,2026-03-10,463.683927272727,521.4747,346.3036,711.1111,23.0471111111111,30.3375238095238,25.928,34.2002666666667,13.89,18.52,17.594,22.5944,56.6363636363636,81.3333333333333,83.6666666666667,89.2857142857143,4.57264957264957,6.77777777777778,6.66666666666667,8.43434343434343,4.57264957264957,6.77777777777778,6.66666666666667,8.43434343434343,10687,15820,8979,2026-03-10,24320,4.3,3.9,24.1,NA,NA,NA,87.304347826087,87.7727272727273,89.8333333333333,92.4444444444444,80.0416666666667,89.6666666666667,91.3333333333333,94,NA,-Inf
223,2026-03-09,549.99172173913,509.241286956522,319.024,612.541982608696,16.7769411764706,18.983,15.5568,22.3923636363636,10.9268,11.3177777777778,10.0008,12.964,44.4,51.4705882352941,52.6,48.7777777777778,5.79861111111111,4.7953216374269,5,5.17543859649123,5.79861111111111,4.7953216374269,5,5.17543859649123,9227,9667,4963,2026-03-09,13716,3.3,3.1,23.9,NA,NA,NA,81.4285714285714,82.7,81.5,82.2631578947368,70.8636363636364,72.8421052631579,72.5,70.9,NA,-Inf
222,2026-03-08,418.656654545455,435.2544,309.118,567.4487,19.2402222222222,16.7606,18.2113333333333,17.6380952380952,12.964,12.038,12.038,11.112,36.0454545454545,46.1176470588235,26,53.75,9.75694444444444,7.22222222222222,8.51851851851852,5.46783625730994,9.75694444444444,7.22222222222222,8.51851851851852,5.46783625730994,8055,7295,5629,2026-03-08,10009,3.6,3.4,21.3,NA,NA,NA,90.3333333333333,86.7368421052632,85.5,80.9047619047619,70.5,69.1176470588235,68.5,67.5555555555556,NA,-Inf
220,2026-03-07,299.201305263158,281.731452631579,174.58944,464.144139130435,12.8215384615385,13.9741818181818,9.723,18.3516363636364,8.5192,9.723,5.556,11.4206666666667,20.9565217391304,24.6470588235294,15.5,41.7142857142857,11.797385620915,11.2037037037037,11.5740740740741,9.09722222222222,11.797385620915,11.2037037037037,11.5740740740741,9.09722222222222,3836,3937,1698,2026-03-07,8518,6.9,4.8,24.5,NA,NA,NA,89.6666666666667,89.6111111111111,90,88.8888888888889,73.5714285714286,68.3157894736842,59,70.7777777777778,NA,-Inf
219,2026-03-06,263.624290909091,262.936382608696,167.0304,336.724486956522,21.7095555555556,19.7105714285714,20.372,15.0805714285714,9.52457142857143,10.186,NA,5.556,66.9130434782609,53.9411764705882,56.8333333333333,22.4285714285714,8.47222222222222,9.58333333333333,NA,11.141975308642,8.47222222222222,9.58333333333333,NA,11.141975308642,5723,5183,3403,2026-03-06,5078,2.3,5.5,21.2,NA,NA,NA,93.7647058823529,93.5714285714286,95.25,88.6470588235294,92.5714285714286,90.3636363636364,92.8,74.6666666666667,NA,-Inf
218,2026-03-05,374.904,389.8265,168.3004,345.8845,16.8995,19.9751428571429,16.2976,21.298,9.26,10.0008,7.408,10.186,35.5217391304348,49,33,71.375,7.8968253968254,8.05555555555556,7.77777777777778,8.16666666666667,7.8968253968254,8.05555555555556,7.77777777777778,8.16666666666667,6336,7787,2743,2026-03-05,7367,2.9,2.3,31.3,NA,NA,NA,86.7222222222222,88.7222222222222,88.4,93.8666666666667,77.85,82.0588235294118,76.5,94.25,NA,-Inf
217,2026-03-04,531.610956521739,459.359,283.8704,416.9283,23.9785263157895,19.2402222222222,17.4088,18.2554285714286,15.3716,13.4931428571429,11.112,10.186,69.1304347826087,59.2777777777778,47.1666666666667,61.375,9.375,8.03921568627451,8.05555555555556,7.13675213675214,9.375,8.03921568627451,8.05555555555556,7.13675213675214,12747,8838,4942,2026-03-04,7611,11.2,7.4,16.8,NA,NA,NA,91.2352941176471,89.2666666666667,90.5,88.2222222222222,83.1739130434783,76.8947368421053,72.8333333333333,75.25,NA,-Inf
216,2026-03-03,346.663617391304,491.8075,236.0168,501.3706,15.7964705882353,19.5782857142857,19.2608,16.8363636363636,10.186,13.5196,11.112,14.0222857142857,33.3,63.8823529411765,53.5,89.5,10.5128205128205,10.6410256410256,10.8333333333333,9.35897435897436,10.5128205128205,10.6410256410256,10.8333333333333,9.35897435897436,5476,9629,4546,2026-03-03,8441,5.5,7.8,13.4,NA,NA,NA,90.2222222222222,90.1904761904762,89.75,91.6666666666667,84.8636363636364,90.25,90.8333333333333,92.8571428571429,NA,-Inf
